UF;ENTE;NR CRP;DATA DE EMISSÃO;DATA DE VALIDADE;CRP JUDICIAL;TIPO DE REGIME;SITUAÇÃO DO CRP
MG;Carandaí;984263-186142;26/05/2020;22/11/2020;SIM;RPPS;VÁLIDO
MG;Carangola;984265-186064;22/05/2020;18/11/2020;NÃO;RPPS;VÁLIDO
MG;Caratinga;984267-184830;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
MG;Carbonita;984269-187264;06/07/2020;02/01/2021;SIM;RPPS;VÁLIDO
MG;Careaçu;984271-187560;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
MG;Carlos Chagas;984273-187709;28/07/2020;24/01/2021;NÃO;RPPS;VÁLIDO
MG;Carmésia;984275-154201;13/05/2017;09/11/2017;NÃO;RPPS;VENCIDO
MG;Carmo da Cachoeira;984277-188615;29/08/2020;25/02/2021;NÃO;RGPS;VÁLIDO
MG;Carmo da Mata;984279-187529;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
MG;Carmo de Minas;984281-186785;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
MG;Carmo do Cajuru;984283-187711;28/07/2020;24/01/2021;NÃO;RPPS;VÁLIDO
MG;Carmo do Paranaíba;984285-187613;19/07/2020;15/01/2021;NÃO;RPPS;VÁLIDO
MG;Carmo do Rio Claro;984287-185536;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
MG;Carmópolis de Minas;984289-188042;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Carneirinho;982685-187579;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
MG;Carrancas;984291-188641;29/08/2020;25/02/2021;NÃO;RGPS;VÁLIDO
MG;Carvalhópolis;984293-181417;10/12/2019;07/06/2020;NÃO;RPPS;VENCIDO
MG;Carvalhos;984295-186056;21/05/2020;17/11/2020;NÃO;RGPS;VÁLIDO
MG;Casa Grande;984297-185265;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
MG;Cascalho Rico;984299-184290;31/03/2020;27/09/2020;NÃO;RGPS;VÁLIDO
MG;Cássia;984301-186184;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
MG;Cataguases;984305-188719;31/08/2020;27/02/2021;NÃO;RPPS em extincao;VÁLIDO
MG;Catas Altas;980584-187589;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
MG;Catas Altas da Noruega;984307-184372;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Catuji;982653-188232;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Catuti;980586-184765;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Caxambu;984309-180599;13/11/2019;11/05/2020;NÃO;RPPS;VENCIDO
MG;Cedro do Abaeté;984311-184318;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Central de Minas;984313-185828;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Centralina;984315-183804;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
MG;Chácara;984317-185832;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Chalé;984319-184866;04/04/2020;01/10/2020;NÃO;RGPS;VÁLIDO
MG;Chapada do Norte;984321-188075;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Chapada Gaúcha;980588-186495;06/06/2020;03/12/2020;NÃO;RPPS;VÁLIDO
MG;Chiador;984323-185534;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
MG;Cipotânea;984325-184759;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Claraval;984327-186175;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
MG;Claro dos Poções;984329-184262;30/03/2020;26/09/2020;NÃO;RGPS;VÁLIDO
MG;Cláudio;984331-186970;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
MG;Coimbra;984333-183671;05/03/2020;01/09/2020;NÃO;RPPS;VENCIDO
MG;Coluna;984335-187026;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
MG;Comendador Gomes;984337-186263;30/05/2020;26/11/2020;NÃO;RPPS;VÁLIDO
MG;Comercinho;984339-187723;28/07/2020;24/01/2021;NÃO;RGPS;VÁLIDO
MG;Conceição da Aparecida;984341-184550;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Conceição da Barra de Minas;984303-184636;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Conceição das Alagoas;984345-186690;15/06/2020;12/12/2020;NÃO;RPPS;VÁLIDO
MG;Conceição das Pedras;984343-188233;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Conceição de Ipanema;984347-184240;30/03/2020;26/09/2020;NÃO;RGPS;VÁLIDO
MG;Conceição do Mato Dentro;984349-185646;06/05/2020;02/11/2020;NÃO;RGPS;VÁLIDO
MG;Conceição do Pará;984351-141372;25/04/2016;22/10/2016;NÃO;RPPS;VENCIDO
MG;Conceição do Rio Verde;984353-185711;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
MG;Conceição dos Ouros;984355-188037;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Cônego Marinho;980590-187203;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Confins;980592-186731;15/06/2020;12/12/2020;NÃO;RGPS;VÁLIDO
MG;Congonhal;984357-184321;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Congonhas;984359-187236;04/07/2020;31/12/2020;NÃO;RPPS;VÁLIDO
MG;Congonhas do Norte;984361-185762;16/05/2020;12/11/2020;NÃO;RGPS;VÁLIDO
MG;Conquista;984363-187927;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Conselheiro Lafaiete;984365-183725;06/03/2020;02/09/2020;NÃO;RGPS;VENCIDO
MG;Conselheiro Pena;984367-187934;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Consolação;984369-184346;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Contagem;984371-187245;05/07/2020;01/01/2021;NÃO;RPPS;VÁLIDO
MG;Coqueiral;984373-187273;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
MG;Coração de Jesus;984375-186407;02/06/2020;29/11/2020;SIM;RPPS;VÁLIDO
MG;Cordisburgo;984377-183640;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
MG;Cordislândia;984379-184567;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Corinto;984381-187983;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Coroaci;984383-100699;17/11/2011;15/05/2012;NÃO;RPPS;VENCIDO
MG;Coromandel;984385-184115;25/03/2020;21/09/2020;NÃO;RPPS;VÁLIDO
MG;Coronel Fabriciano;984387-187423;10/07/2020;06/01/2021;NÃO;RPPS;VÁLIDO
MG;Coronel Murta;984389-184811;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
MG;Coronel Pacheco;984391-184438;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Coronel Xavier Chaves;984393-188625;29/08/2020;25/02/2021;NÃO;RGPS;VÁLIDO
MG;Córrego Danta;984395-183919;14/03/2020;10/09/2020;NÃO;RPPS;VENCIDO
MG;Córrego do Bom Jesus;984397-184373;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Córrego Fundo;980594-187232;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Córrego Novo;984399-188568;28/08/2020;24/02/2021;NÃO;RGPS;VÁLIDO
MG;Couto de Magalhães de Minas;984401-186639;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;Crisólita;980596-186430;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
MG;Cristais;984403-184632;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Cristália;984405-176622;23/06/2019;20/12/2019;NÃO;RPPS;VENCIDO
MG;Cristiano Otoni;984407-184807;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
MG;Cristina;984409-186824;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
MG;Crucilândia;984411-184761;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Cruzeiro da Fortaleza;984413-177478;31/07/2019;27/01/2020;NÃO;RPPS;VENCIDO
MG;Cruzília;984415-184519;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Cuparaque;980598-185096;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
MG;Curral de Dentro;980600-185916;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Curvelo;984417-186393;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
MG;Datas;984419-185912;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Delfim Moreira;984421-186976;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
MG;Delfinópolis;984423-185559;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
MG;Delta;980602-185922;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Descoberto;984425-119160;20/12/2013;18/06/2014;NÃO;RPPS;VENCIDO
MG;Desterro de Entre Rios;984427-184404;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Desterro do Melo;984429-184838;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
MG;Diamantina;984431-186770;17/06/2020;14/12/2020;NÃO;RPPS;VÁLIDO
MG;Diogo de Vasconcelos;984433-186636;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;Dionísio;984435-186026;21/05/2020;17/11/2020;NÃO;RGPS;VÁLIDO
MG;Divinésia;984437-185886;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Divino;984439-186480;04/06/2020;01/12/2020;NÃO;RPPS;VÁLIDO
MG;Divino das Laranjeiras;984441-187181;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Divinolândia de Minas;984443-184628;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Divinópolis;984445-186107;25/05/2020;21/11/2020;NÃO;RPPS;VÁLIDO
MG;Divisa Alegre;980604-186727;15/06/2020;12/12/2020;NÃO;RGPS;VÁLIDO
MG;Divisa Nova;984447-187856;02/08/2020;29/01/2021;NÃO;RGPS;VÁLIDO
MG;Divisópolis;982657-187230;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Dom Bosco;980606-188190;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Dom Cavati;984449-186170;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
MG;Dom Joaquim;984451-185409;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
MG;Dom Silvério;984453-188399;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
MG;Dom Viçoso;984455-186794;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
MG;Dona Euzébia;984457-185471;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
MG;Dores de Campos;984459-185451;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
MG;Dores de Guanhães;984461-188222;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Dores do Indaiá;984463-186518;08/06/2020;05/12/2020;NÃO;RPPS;VÁLIDO
MG;Dores do Turvo;984465-183897;13/03/2020;09/09/2020;NÃO;RGPS;VENCIDO
MG;Doresópolis;984467-184275;31/03/2020;27/09/2020;NÃO;RGPS;VÁLIDO
MG;Douradoquara;984469-184496;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Durandé;982675-188050;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Elói Mendes;984471-188586;28/08/2020;24/02/2021;NÃO;RGPS;VÁLIDO
MG;Engenheiro Caldas;984473-185676;11/05/2020;07/11/2020;NÃO;RPPS;VÁLIDO
MG;Engenheiro Navarro;984475-185301;23/04/2020;20/10/2020;NÃO;RGPS;VÁLIDO
MG;Entre Folhas;982663-184932;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
MG;Entre Rios de Minas;984477-184392;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Ervália;984479-188269;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Esmeraldas;984481-186714;15/06/2020;12/12/2020;NÃO;RGPS;VÁLIDO
MG;Espera Feliz;984483-184116;25/03/2020;21/09/2020;NÃO;RPPS;VÁLIDO
MG;Espinosa;984485-184084;23/03/2020;19/09/2020;SIM;RPPS;VÁLIDO
MG;Espírito Santo do Dourado;984487-186786;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
MG;Estiva;984489-184487;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Estrela Dalva;984491-184303;31/03/2020;27/09/2020;NÃO;RGPS;VÁLIDO
MG;Estrela do Indaiá;984493-180408;04/11/2019;02/05/2020;NÃO;RPPS;VENCIDO
MG;Estrela do Sul;984495-183781;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
MG;Eugenópolis;984497-186815;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
MG;Ewbank da Câmara;984499-89068;25/08/2010;21/02/2011;NÃO;RGPS;VENCIDO
MG;Extrema;984501-187759;29/07/2020;25/01/2021;SIM;RPPS;VÁLIDO
MG;Fama;984503-186220;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
MG;Faria Lemos;984505-185040;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
MG;Felício dos Santos;984507-184918;11/04/2020;08/10/2020;NÃO;RGPS;VÁLIDO
MG;Felisburgo;984511-106634;19/07/2012;15/01/2013;NÃO;RPPS;VENCIDO
MG;Felixlândia;984513-184865;04/04/2020;01/10/2020;SIM;RPPS;VÁLIDO
MG;Fernandes Tourinho;984515-186750;15/06/2020;12/12/2020;NÃO;RGPS;VÁLIDO
MG;Ferros;984517-185781;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Fervedouro;982683-185860;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Florestal;984519-132195;22/05/2015;18/11/2015;NÃO;RPPS;VENCIDO
MG;Formiga;984521-183732;07/03/2020;03/09/2020;NÃO;RPPS;VENCIDO
MG;Formoso;984523-187775;29/07/2020;25/01/2021;NÃO;RGPS;VÁLIDO
MG;Fortaleza de Minas;984525-187048;25/06/2020;22/12/2020;NÃO;RPPS;VÁLIDO
MG;Fortuna de Minas;984527-187138;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Francisco Badaró;984529-183793;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
MG;Francisco Dumont;984531-183951;16/03/2020;12/09/2020;NÃO;RGPS;VENCIDO
MG;Francisco Sá;984533-187438;10/07/2020;06/01/2021;SIM;RPPS;VÁLIDO
MG;Franciscópolis;980608-185055;14/04/2020;11/10/2020;NÃO;RGPS;VÁLIDO
MG;Frei Gaspar;984535-185966;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
MG;Frei Inocêncio;984537-187032;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
MG;Frei Lagonegro;980610-187194;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Fronteira;984539-188400;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
MG;Fronteira dos Vales;984935-18577;19/09/2003;17/03/2004;NÃO;RPPS;VENCIDO
MG;Fruta de Leite;980612-186663;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;Frutal;984541-187108;02/07/2020;29/12/2020;NÃO;RGPS;VÁLIDO
MG;Funilândia;984543-186055;21/05/2020;17/11/2020;NÃO;RGPS;VÁLIDO
MG;Galiléia;984545-186219;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
MG;Gameleiras;980614-185894;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Glaucilândia;980616-187405;09/07/2020;05/01/2021;NÃO;RGPS;VÁLIDO
MG;Goiabeira;980618-185020;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
MG;Goianá;980620-183694;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
MG;Gonçalves;984547-188547;27/08/2020;23/02/2021;NÃO;RPPS;VÁLIDO
MG;Gonzaga;984549-185581;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
MG;Gouveia;984551-183687;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
MG;Governador Valadares;984553-86140;26/04/2010;23/10/2010;NÃO;RPPS;VENCIDO
MG;Governo do Estado de Minas Gerais;951001-187612;19/07/2020;15/01/2021;SIM;RPPS;VÁLIDO
MG;Grão Mogol;984555-184136;26/03/2020;22/09/2020;NÃO;RGPS;VÁLIDO
MG;Grupiara;984557-184692;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Guanhães;984559-185617;06/05/2020;02/11/2020;NÃO;RPPS;VÁLIDO
MG;Guapé;984561-188207;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Guaraciaba;984563-116331;03/09/2013;02/03/2014;NÃO;RPPS;VENCIDO
MG;Guaraciama;980622-185960;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
MG;Guaranésia;984565-187337;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
MG;Guarani;984567-180935;22/11/2019;20/05/2020;NÃO;RPPS;VENCIDO
MG;Guarará;984569-185716;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
MG;Guarda-Mor;984571-185100;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
MG;Guaxupé;984573-187164;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Guidoval;984575-185727;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
MG;Guimarânia;984577-165086;09/05/2018;05/11/2018;NÃO;RPPS;VENCIDO
MG;Guiricema;984579-122481;05/05/2014;01/11/2014;NÃO;RPPS;VENCIDO
MG;Gurinhatã;984581-183941;16/03/2020;12/09/2020;NÃO;RPPS;VENCIDO
MG;Heliodora;984583-187763;29/07/2020;25/01/2021;NÃO;RPPS;VÁLIDO
MG;Iapu;984585-185041;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
MG;Ibertioga;984587-184382;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Ibiá;984589-185527;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
MG;Ibiaí;984591-186014;20/05/2020;16/11/2020;NÃO;RGPS;VÁLIDO
MG;Ibiracatu;980624-186061;21/05/2020;17/11/2020;NÃO;RGPS;VÁLIDO
MG;Ibiraci;984593-188707;30/08/2020;26/02/2021;NÃO;RGPS;VÁLIDO
MG;Ibirité;984595-186334;02/06/2020;29/11/2020;NÃO;RPPS;VÁLIDO
MG;Ibitiúra de Minas;984597-183965;16/03/2020;12/09/2020;NÃO;RGPS;VENCIDO
MG;Ibituruna;984599-188502;21/08/2020;17/02/2021;NÃO;RGPS;VÁLIDO
MG;Icaraí de Minas;982693-184445;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Igarapé;984601-186417;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
MG;Igaratinga;984603-186228;27/05/2020;23/11/2020;SIM;RPPS;VÁLIDO
MG;Iguatama;984605-178987;25/09/2019;23/03/2020;NÃO;RPPS;VENCIDO
MG;Ijaci;984607-186339;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
MG;Ilicínea;984609-185431;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
MG;Imbé de Minas;980626-186737;15/06/2020;12/12/2020;NÃO;RGPS;VÁLIDO
MG;Inconfidentes;984611-184330;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Indaiabira;980628-188284;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Indianópolis;984613-188056;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Ingaí;984615-185128;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
MG;Inhapim;984617-187211;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Inhaúma;984619-87494;05/07/2010;01/01/2011;SIM;RPPS;VENCIDO
MG;Inimutaba;984621-184546;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Ipaba;982665-187330;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
MG;Ipanema;984623-185945;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
MG;Ipatinga;984625-185998;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
MG;Ipiaçu;984627-183749;09/03/2020;05/09/2020;NÃO;RPPS;VENCIDO
MG;Ipuiúna;984629-186616;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;Iraí de Minas;984631-185044;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
MG;Itabira;984633-184006;18/03/2020;14/09/2020;NÃO;RPPS;VENCIDO
MG;Itabirinha;984635-188423;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
MG;Itabirito;984637-183795;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
MG;Itacambira;984639-180644;15/11/2019;13/05/2020;NÃO;RPPS;VENCIDO
MG;Itacarambi;984641-186745;15/06/2020;12/12/2020;SIM;RPPS;VÁLIDO
MG;Itaguara;984643-188025;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Itaipé;984645-186302;31/05/2020;27/11/2020;NÃO;RGPS;VÁLIDO
MG;Itajubá;984647-187592;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
MG;Itamarandiba;984649-179863;15/10/2019;12/04/2020;NÃO;RPPS;VENCIDO
MG;Itamarati de Minas;984651-188463;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
MG;Itambacuri;984653-185812;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Itambé do Mato Dentro;984655-186825;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
MG;Itamogi;984657-183841;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
MG;Itamonte;984659-81815;17/12/2009;15/06/2010;NÃO;RPPS;VENCIDO
MG;Itanhandu;984661-185786;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Itanhomi;984663-177795;13/08/2019;09/02/2020;NÃO;RGPS;VENCIDO
MG;Itaobim;984665-184673;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Itapagipe;984667-187064;27/06/2020;24/12/2020;NÃO;RPPS;VÁLIDO
MG;Itapecerica;984669-188665;29/08/2020;25/02/2021;NÃO;RGPS;VÁLIDO
MG;Itapeva;984671-187088;30/06/2020;27/12/2020;NÃO;RPPS;VÁLIDO
MG;Itatiaiuçu;984673-184537;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Itaú de Minas;985731-184776;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
MG;Itaúna;984675-187073;28/06/2020;25/12/2020;SIM;RPPS;VÁLIDO
MG;Itaverava;984677-186374;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
MG;Itinga;984679-183762;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
MG;Itueta;984681-184650;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Ituiutaba;984683-188470;20/08/2020;16/02/2021;NÃO;RPPS;VÁLIDO
MG;Itumirim;984685-184257;30/03/2020;26/09/2020;NÃO;RGPS;VÁLIDO
MG;Iturama;984687-187137;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Itutinga;984689-187938;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Jaboticatubas;984691-188366;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
MG;Jacinto;984693-187953;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Jacuí;984695-184158;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
MG;Jacutinga;984697-184890;08/04/2020;05/10/2020;NÃO;RGPS;VÁLIDO
MG;Jaguaraçu;984699-184410;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Jaíba;982893-184390;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Jampruca;982655-183975;16/03/2020;12/09/2020;NÃO;RGPS;VENCIDO
MG;Janaúba;984701-187694;27/07/2020;23/01/2021;SIM;RPPS;VÁLIDO
MG;Januária;984703-185511;04/05/2020;31/10/2020;SIM;RPPS;VÁLIDO
MG;Japaraíba;984705-183989;16/03/2020;12/09/2020;NÃO;RPPS;VENCIDO
MG;Japonvar;980630-186006;20/05/2020;16/11/2020;NÃO;RPPS;VÁLIDO
MG;Jeceaba;984707-184436;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Jenipapo de Minas;980632-181495;13/12/2019;10/06/2020;NÃO;RGPS;VENCIDO
MG;Jequeri;984709-183761;10/03/2020;06/09/2020;SIM;RPPS;VENCIDO
MG;Jequitaí;984711-184446;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Jequitibá;984713-186998;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
MG;Jequitinhonha;984715-187436;10/07/2020;06/01/2021;NÃO;RGPS;VÁLIDO
MG;Jesuânia;984717-185313;23/04/2020;20/10/2020;NÃO;RGPS;VÁLIDO
MG;Joaíma;984719-184213;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
MG;Joanésia;984721-187068;27/06/2020;24/12/2020;NÃO;RGPS;VÁLIDO
MG;João Monlevade;984723-184427;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;João Pinheiro;984725-188151;12/08/2020;08/02/2021;NÃO;RPPS;VÁLIDO
MG;Joaquim Felício;984727-185845;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Jordânia;984729-186576;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;José Gonçalves de Minas;980634-178908;18/09/2019;16/03/2020;NÃO;RGPS;VENCIDO
MG;José Raydan;980636-184722;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Josenópolis;980638-186474;04/06/2020;01/12/2020;NÃO;RPPS em extincao;VÁLIDO
MG;Juatuba;982691-186007;20/05/2020;16/11/2020;NÃO;RPPS;VÁLIDO
MG;Juiz de Fora;984733-183724;06/03/2020;02/09/2020;SIM;RPPS;VENCIDO
MG;Juruaia;984737-185171;20/04/2020;17/10/2020;NÃO;RPPS;VÁLIDO
MG;Juvenília;980640-188036;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Ladainha;984739-186291;31/05/2020;27/11/2020;NÃO;RGPS;VÁLIDO
MG;Lagamar;984741-187206;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Lagoa da Prata;984743-186780;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
MG;Lagoa dos Patos;984745-185770;16/05/2020;12/11/2020;NÃO;RGPS;VÁLIDO
MG;Lagoa Dourada;984747-186357;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
MG;Lagoa Formosa;984749-184098;24/03/2020;20/09/2020;NÃO;RPPS;VÁLIDO
MG;Lagoa Grande;982905-187133;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Lagoa Santa;984751-185133;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
MG;Lajinha;984753-186819;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
