UF;ENTE;NR CRP;DATA DE EMISSÃO;DATA DE VALIDADE;CRP JUDICIAL;TIPO DE REGIME;SITUAÇÃO DO CRP
PE;Serrita;982579-186053;21/05/2020;17/11/2020;SIM;RPPS;VÁLIDO
PE;Sertânia;982581-187850;31/07/2020;27/01/2021;SIM;RPPS;VÁLIDO
PE;Sirinhaém;982583-184422;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
PE;Solidão;982587-186377;02/06/2020;29/11/2020;SIM;RPPS;VÁLIDO
PE;Surubim;982589-185552;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
PE;Tabira;982591-185892;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
PE;Tacaimbó;982593-184595;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
PE;Tacaratu;982595-187135;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
PE;Tamandaré;980558-188486;20/08/2020;16/02/2021;NÃO;RGPS;VÁLIDO
PE;Taquaritinga do Norte;982599-186657;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
PE;Terezinha;982601-106458;11/07/2012;07/01/2013;SIM;RPPS;VENCIDO
PE;Terra Nova;982603-132393;29/05/2015;25/11/2015;NÃO;RPPS;VENCIDO
PE;Timbaúba;982605-184471;01/04/2020;28/09/2020;SIM;RPPS;VÁLIDO
PE;Toritama;982607-184698;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
PE;Tracunhaém;982609-184341;01/04/2020;28/09/2020;SIM;RPPS;VÁLIDO
PE;Trindade;982611-108490;01/10/2012;30/03/2013;SIM;RPPS;VENCIDO
PE;Triunfo;982613-186755;16/06/2020;13/12/2020;NÃO;RPPS;VÁLIDO
PE;Tupanatinga;982615-184218;29/03/2020;25/09/2020;SIM;RPPS;VÁLIDO
PE;Tuparetama;982617-184704;01/04/2020;28/09/2020;SIM;RPPS;VÁLIDO
PE;Venturosa;982619-187227;03/07/2020;30/12/2020;SIM;RPPS;VÁLIDO
PE;Verdejante;982621-185152;17/04/2020;14/10/2020;SIM;RPPS;VÁLIDO
PE;Vertente do Lério;982291-134414;19/08/2015;15/02/2016;NÃO;RPPS;VENCIDO
PE;Vertentes;982623-187394;09/07/2020;05/01/2021;NÃO;RGPS;VÁLIDO
PE;Vicência;982625-178849;15/09/2019;13/03/2020;SIM;RPPS;VENCIDO
PE;Vitória de Santo Antão;982627-184076;23/03/2020;19/09/2020;SIM;RPPS;VÁLIDO
PE;Xexéu;982293-185854;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
PI;Acauã;980266-187213;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
PI;Agricolândia;981001-187474;14/07/2020;10/01/2021;NÃO;RPPS;VÁLIDO
PI;Água Branca;981003-187427;10/07/2020;06/01/2021;NÃO;RPPS;VÁLIDO
PI;Alagoinha do Piauí;989767-188187;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
PI;Alegrete do Piauí;982269-185398;28/04/2020;25/10/2020;NÃO;RPPS;VÁLIDO
PI;Alto Longá;981005-185851;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
PI;Altos;981007-184328;01/04/2020;28/09/2020;SIM;RPPS;VÁLIDO
PI;Alvorada do Gurguéia;980268-185905;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
PI;Amarante;981009-184963;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
PI;Angical do Piauí;981011-187717;28/07/2020;24/01/2021;NÃO;RPPS;VÁLIDO
PI;Anísio de Abreu;981013-186705;15/06/2020;12/12/2020;NÃO;RGPS;VÁLIDO
PI;Antônio Almeida;981015-187055;26/06/2020;23/12/2020;NÃO;RPPS;VÁLIDO
PI;Aroazes;981017-185400;29/04/2020;26/10/2020;SIM;RPPS;VÁLIDO
PI;Aroeiras do Itaim;981188-184789;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
PI;Arraial;981019-188560;28/08/2020;24/02/2021;NÃO;RGPS;VÁLIDO
PI;Assunção do Piauí;980270-184727;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
PI;Avelino Lopes;981021-184748;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
PI;Baixa Grande do Ribeiro;982245-187758;29/07/2020;25/01/2021;NÃO;RGPS;VÁLIDO
PI;Barra d'Alcântara;980272-184231;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
PI;Barras;981023-185413;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
PI;Barreiras do Piauí;981025-1254;24/07/2001;20/01/2002;NÃO;RPPS;VENCIDO
PI;Barro Duro;981027-92268;28/12/2010;26/06/2011;NÃO;RPPS;VENCIDO
PI;Batalha;981029-186567;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
PI;Bela Vista do Piauí;980274-188022;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
PI;Belém do Piauí;980276-183994;17/03/2020;13/09/2020;NÃO;RPPS;VENCIDO
PI;Beneditinos;981031-187412;09/07/2020;05/01/2021;NÃO;RGPS;VÁLIDO
PI;Bertolínia;981033-87449;04/07/2010;31/12/2010;NÃO;RPPS;VENCIDO
PI;Betânia do Piauí;980278-185079;16/04/2020;13/10/2020;NÃO;RGPS;VÁLIDO
PI;Boa Hora;980280-187421;09/07/2020;05/01/2021;NÃO;RGPS;VÁLIDO
PI;Bocaina;981035-187955;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
PI;Bom Jesus;981037-186262;30/05/2020;26/11/2020;NÃO;RPPS;VÁLIDO
PI;Bom Princípio do Piauí;982287-182599;29/01/2020;27/07/2020;NÃO;RPPS;VENCIDO
PI;Bonfim do Piauí;982251-186144;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
PI;Boqueirão do Piauí;980282-187669;24/07/2020;20/01/2021;NÃO;RPPS;VÁLIDO
PI;Brasileira;982283-185706;13/05/2020;09/11/2020;SIM;RPPS;VÁLIDO
PI;Brejo do Piauí;980284-185801;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
PI;Buriti dos Lopes;981039-183084;16/02/2020;14/08/2020;NÃO;RPPS;VENCIDO
PI;Buriti dos Montes;981297-185105;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
PI;Cabeceiras do Piauí;981299-188111;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
PI;Cajazeiras do Piauí;980286-184127;26/03/2020;22/09/2020;NÃO;RPPS;VÁLIDO
PI;Cajueiro da Praia;980288-186057;21/05/2020;17/11/2020;SIM;RPPS;VÁLIDO
PI;Caldeirão Grande do Piauí;982271-187553;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
PI;Campinas do Piauí;981041-185566;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
PI;Campo Alegre do Fidalgo;980290-185862;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
PI;Campo Grande do Piauí;980292-187943;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
PI;Campo Largo do Piauí;980294-185807;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
PI;Campo Maior;981043-184150;28/03/2020;24/09/2020;SIM;RPPS;VÁLIDO
PI;Canavieira;982247-187952;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
PI;Canto do Buriti;981045-184693;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
PI;Capitão de Campos;981047-187714;28/07/2020;24/01/2021;NÃO;RPPS;VÁLIDO
PI;Capitão Gervásio Oliveira;980296-188031;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
PI;Caracol;981049-184544;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
PI;Caraúbas do Piauí;980298-184805;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
PI;Caridade do Piauí;980300-186740;15/06/2020;12/12/2020;NÃO;RGPS;VÁLIDO
PI;Castelo do Piauí;981051-187810;30/07/2020;26/01/2021;NÃO;RPPS;VÁLIDO
PI;Caxingó;980302-187061;27/06/2020;24/12/2020;NÃO;RPPS;VÁLIDO
PI;Cocal;981053-185379;28/04/2020;25/10/2020;NÃO;RGPS;VÁLIDO
PI;Cocal de Telha;980304-182305;11/01/2020;09/07/2020;NÃO;RPPS;VENCIDO
PI;Cocal dos Alves;980306-186628;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
PI;Coivaras;980995-187082;29/06/2020;26/12/2020;NÃO;RGPS;VÁLIDO
PI;Colônia do Gurguéia;982249-185478;30/04/2020;27/10/2020;NÃO;RPPS;VÁLIDO
PI;Colônia do Piauí;982253-187200;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
